음식점번호,음식점명,대표자명,도로명주소,지번주소,음식점유형,읍면동리,본번,부번,도로명,도로명본번,도로명부번,PNU코드
2332,강성실맛김밥맛우동냉면,강성실,"중앙로 192, 1층 (송정동)",송정동 110-8번지 송정동 1층,분식,4161010300,110,8,중앙로,192,0,4.16101E+18
2333,김밥Zip(집),김선효,"고불로 52, 1층 (중대동)",중대동 16-53번지 중대동 1층,한식,4161010800,16,53,고불로,52,0,4.16101E+18
2334,치킨앤곱창마을,신현자,"초월읍 경수길 59, 1층",초월읍 지월리 566-7번지 1층,호프/통닭,4161025329,566,7,경수길,59,0,4.16103E+18
2335,곧은골,임영숙,"직동로 136, 1층 (직동)",직동 168-1번지 직동 1층,한식,4161010900,168,1,직동로,136,0,4.16101E+18
2336,호식이두마리치킨,은종수,"광주대로97번길 6, 1층 (송정동)",송정동 507-1번지 송정동 1층,통닭(치킨),4161010300,507,1,광주대로97번길,6,0,4.16101E+18
2337,유명각,백재은,"경안천로 150, 1층 (송정동)",송정동 6-1번지 송정동 1층,중국식,4161010300,6,1,경안천로,150,0,4.16101E+18
2338,오포식당,주광자,오포읍 오포로 333,오포읍 문형리 705-2번지 ,한식,4161025024,705,2,오포로,333,0,4.16103E+18
2339,대한조개만세,한윤구,"오포읍 신현로 47, 1층",오포읍 신현리 692-34번지 1층,한식,4161025022,692,34,신현로,47,0,4.16103E+18
2340,푸줏간구이점,김방울,"오포읍 머루숯길 11, 1층",오포읍 신현리 679-7번지 1층,식육(숯불구이),4161025022,679,7,머루숯길,11,0,4.16103E+18
2341,전주식당,윤이숙,오포읍 오포로 470,오포읍 문형리 474-2번지 ,한식,4161025024,474,2,오포로,470,0,4.16103E+18
2342,불소집,윤정희,"경안로 32-5, 1층 (경안동)",경안동 36-3번지 경안동 1층,식육(숯불구이),4161010100,36,3,경안로,32,5,4.16101E+18
2343,BHC,유회정,"오포읍 신현로12번길 6, 1층 101호",오포읍 신현리 738-20번지 1층  101호,호프/통닭,4161025022,738,20,신현로12번길,6,0,4.16103E+18
2344,오포땡땡이포차,이문환,"오포읍 능평로 210, 1층",오포읍 능평리 153-21번지 1층,정종/대포집/소주방,4161025023,153,21,능평로,210,0,4.16103E+18
2345,더가맥,조혜영,"포돌이로11번길 10, 상가동 203호 (경안동, 두진아파트)",경안동 127번지 두진 상가동 203호,호프/통닭,4161010100,127,0,포돌이로11번길,10,0,4.16101E+18
2346,교촌치킨광주1호점,김승호,"문화로101번길 2, 1층 (경안동)",경안동 154-1번지 경안동 1층,통닭(치킨),4161010100,154,1,문화로101번길,2,0,4.16101E+18
2347,백년가 광주점(주),박혜빈,"광주대로 214, 1층 (송정동)",송정동 308번지 송정동 1층,중국식,4161010300,308,0,광주대로,214,0,4.16101E+18
2348,카페토마토,민경미,"퇴촌면 광동로 42, 1층",퇴촌면 광동리 234-1번지 1층,까페,4161034021,234,1,광동로,42,0,4.16103E+18
2349,족보전,박재석,"오포읍 신현로 66, 1층",오포읍 신현리 696-6번지 1층,식육(숯불구이),4161025022,696,6,신현로,66,0,4.16103E+18
2350,옛가손칼국수,박정숙,"중앙로145번길 13, 1층 (경안동)",경안동 81-6번지 경안동 1층,한식,4161010100,81,6,중앙로145번길,13,0,4.16101E+18
2351,커피파두,김대식,"중앙로 184, 1층 5호 (송정동)",송정동 112-6번지 송정동 1층  5호,까페,4161010300,112,6,중앙로,184,0,4.16101E+18
2352,수양버들밥집,이석조,"곤지암읍 경충대로184번길 18, 1층",곤지암읍 수양리 90번지 1층,한식,4161025922,90,0,경충대로184번길,18,0,4.16103E+18
2353,어썸브로,송호재 외 1명,"곤지암읍 곤지암로 102-54, 1층",곤지암읍 곤지암리 555-99번지 1층,까페,4161025921,555,99,곤지암로,102,54,4.16103E+18
2354,고갈쭈,이승관,"이배재로 393, 1층 (목현동)",목현동 262-1번지 목현동 1층,한식,4161010600,262,1,이배재로,393,0,4.16101E+18
2355,조박사손짜장손짬뽕,이지숙,"광남안로 28, 102호 (태전동)",태전동 309번지 태전동 102호,중국식,4161011000,309,0,광남안로,28,0,4.16101E+18
2356,대박치킨,한명숙,"오포읍 양촌안길 44-1, 1층 101호",오포읍 양벌리 695-1번지 1층  101호,호프/통닭,4161025027,695,1,양촌안길,44,1,4.16103E+18
2357,안면도 뽈찜,장기옥,"곤지암읍 광여로 396, 1층",곤지암읍 오향리 83-1번지 1층,한식,4161025933,83,1,광여로,396,0,4.16103E+18
2358,다복식당,윤길순,"고불로 113, 1층 (태전동)",태전동 298번지 태전동 1층,탕류(보신용),4161011000,298,0,고불로,113,0,4.16101E+18
2359,남도식당,김광순,"중앙로 196, 1층 (송정동)",송정동 110-3번지 송정동 1층,한식,4161010300,110,3,중앙로,196,0,4.16101E+18
2360,오춘자비어(곤지암점),박경미,"곤지암읍 곤지암로 81, 1층",곤지암읍 곤지암리 447-3번지 1층,호프/통닭,4161025921,447,3,곤지암로,81,0,4.16103E+18
2361,Golf n beer,박혜영,"중앙로 212, 2층 (송정동)",송정동 128-5번지 송정동 2층,까페,4161010300,128,5,중앙로,212,0,4.16101E+18
2362,카페바안,김효숙,"퇴촌면 정영로 388-1, 1층",퇴촌면 도수리 275-20번지 1층,까페,4161034025,275,20,정영로,388,1,4.16103E+18
2363,청춘불떡,방준배,"역동로34번길 6, 1층 (역동)",역동 48-6번지 역동 1층,분식,4161011200,48,6,역동로34번길,6,0,4.16101E+18
2364,윤아파전,남기순,"초월읍 경충대로 1256, 1층",초월읍 대쌍령리 192-3번지 1층,정종/대포집/소주방,4161025321,192,3,경충대로,1256,0,4.16103E+18
2365,전설의치킨,김혜진,"오포읍 오포로 899, 101호 (우림아파트상가동)",오포읍 고산리 182-4번지 101호,통닭(치킨),4161025021,182,4,오포로,899,0,4.16103E+18
2366,조광 Food,한양순,순암로 367-15 (중대동),중대동 251-1번지 중대동 ,한식,4161010800,251,1,순암로,367,15,4.16101E+18
2367,손큰할매순대국,박진규,"오포읍 오포로 282, 1층",오포읍 문형리 726-3번지 1층,한식,4161025024,726,3,오포로,282,0,4.16103E+18
2368,동해바다회해물수산,김연자,"곤지암읍 도척로 42, 1층",곤지암읍 삼리 39-1번지 1층,회집,4161025936,39,1,도척로,42,0,4.16103E+18
2369,고궁한정식,진영숙,"순암로 191, 1층 (중대동)",중대동 40-14번지 중대동 1층,한식,4161010800,40,14,순암로,191,0,4.16101E+18
2370,로뎀나무cafe,김형주,"중앙로 169, 2층 (경안동)",송정동 592-6번지 경안동 2층,까페,4161010300,592,6,중앙로,169,0,4.16101E+18
2371,죽이야기 오포신현점,김예지,"오포읍 신현로 68-3, 1층",오포읍 신현리 697-3번지 1층,한식,4161025022,697,3,신현로,68,3,4.16103E+18
2372,지도리치킨,우용택,"송정로 15, 1층 (송정동)",송정동 129-11번지 송정동 1층,호프/통닭,4161010300,129,11,송정로,15,0,4.16101E+18
2373,엄마손맛식당,이세연,"송정로 15, 1층 (송정동)",송정동 129-11번지 송정동 1층,한식,4161010300,129,11,송정로,15,0,4.16101E+18
2374,카페D.O,변경미,"회안대로 350-4, 1층 (태전동)",태전동 9-3번지 태전동 1층,정종/대포집/소주방,4161011000,9,3,회안대로,350,4,4.16101E+18
2375,중부정육식당,손명규,"남한산성면 해공로 49-1, 1층",남한산성면 상번천리 510-2번지 1층,식육(숯불구이),4161037024,510,2,해공로,49,1,4.16104E+18
2376,초지참숯불갈비,한현주,"오포읍 오포로 485, 1층",오포읍 문형리 462-1번지 1층,식육(숯불구이),4161025024,462,1,오포로,485,0,4.16103E+18
2377,생골뱅이살롱,박정구,"오포읍 새말길 7, 1층",오포읍 신현리 660-3번지 1층,정종/대포집/소주방,4161025022,660,3,새말길,7,0,4.16103E+18
2378,Duck Fly,승남희,"도척면 도척로 874, 1층",도척면 유정리 605번지 1층,한식,4161033022,605,0,도척로,874,0,4.16103E+18
2379,또봉이통닭,이왕진,"곤지암읍 평촌길 31-10, 1층",곤지암읍 삼리 106-30번지 1층,호프/통닭,4161025936,106,30,평촌길,31,10,4.16103E+18
2380,우리맛닭집,홍은미,"순암로 473-7, 2층 (삼동)",삼동 231-4번지 삼동 2층,한식,4161010700,231,4,순암로,473,7,4.16101E+18
2381,세자매김치손만두,박충명,"오포읍 양벌로 131, 1층",오포읍 양벌리 240-3번지 1층,한식,4161025027,240,3,양벌로,131,0,4.16103E+18
2382,마구로사시미,하홍성,"고불로 44, 103호 (중대동)",중대동 16-74번지 중대동 103호,회집,4161010800,16,74,고불로,44,0,4.16101E+18
2383,전주왕곰탕 왕갈비,김지영,"도척면 도척윗로 290-2, 1층",도척면 도웅리 99-1번지 1층,한식,4161033026,99,1,도척윗로,290,2,4.16103E+18
2384,섬마을바지락칼국수,임택기,"곤지암읍 광여로 181, 1층",곤지암읍 열미리 508-1번지 1층,한식,4161025934,508,1,광여로,181,0,4.16103E+18
2385,맛나,손광배,남한산성면 관청수길 25,남한산성면 상번천리 185-3번지 ,한식,4161037024,185,3,관청수길,25,0,4.16104E+18
2386,허가네냉면,허태일 외 1명,"곤지암읍 경충대로 720, 1층",곤지암읍 삼리 98-6번지 1층,한식,4161025936,98,6,경충대로,720,0,4.16103E+18
2387,차차성,유영상,"오포읍 새말길 214-5, 1층",오포읍 신현리 466-1번지 1층,한식,4161025022,466,1,새말길,214,5,4.16103E+18
2388,닭발바닥(탄벌점),윤숙희,"탄벌길 42, 1층 (탄벌동)",탄벌동 201-3번지 탄벌동 1층,통닭(치킨),4161010500,201,3,탄벌길,42,0,4.16101E+18
2389,맘스터치,원애영 외 1명,"곤지암읍 곤지암로 36, 1층",곤지암읍 곤지암리 430-9번지 1층,패스트푸드,4161025921,430,9,곤지암로,36,0,4.16103E+18
2390,카페블랑,정슬비,"오포읍 오포로 874-6, 1층",오포읍 추자리 107-1번지 1층,까페,4161025025,107,1,오포로,874,6,4.16103E+18
2391,초가집농원(주),김남영,남한산성면 엄미길 158-24,남한산성면 엄미리 632번지 ,한식,4161037022,632,0,엄미길,158,24,4.16104E+18
2392,7942(칠구사이),김경희,벌원길 66 (탄벌동),탄벌동 47번지 탄벌동 ,호프/통닭,4161010500,47,0,벌원길,66,0,4.16101E+18
2393,네네치킨,김재우,오포읍 신현로 44-10,오포읍 신현리 696-13번지 ,통닭(치킨),4161025022,696,13,신현로,44,10,4.16103E+18
2394,만원초밥의 행복,유동우,경충대로 1453 (쌍령동),쌍령동 161-5번지 쌍령동 ,까페,4161010200,161,5,경충대로,1453,0,4.16101E+18
2395,오야붕,김재성,중앙로 116 (경안동),경안동 57-4번지 경안동 ,호프/통닭,4161010100,57,4,중앙로,116,0,4.16101E+18
2396,설레족발,조대연,"순암로 508, 1층 (삼동)",삼동 281-14번지 삼동 1층,한식,4161010700,281,14,순암로,508,0,4.16101E+18
2397,바른치킨(경기광주점),윤영근,"문화로 42-1, 1층 (역동)",역동 1-194번지 역동 1층,한식,4161011200,1,194,문화로,42,1,4.16101E+18
2398,곽두리쪽갈비,김종기,"오포읍 능평로 189, 1층 3호",오포읍 능평리 174번지 1층  3호,한식,4161025023,174,0,능평로,189,0,4.16103E+18
2399,월남쌈김상사 광주경안점,최가영,"광주대로 56-1, 2층 (경안동)",경안동 14-24번지 경안동 2층,한식,4161010100,14,24,광주대로,56,1,4.16101E+18
2400,방일해장국 곤지암점,손봉기,곤지암읍 경충대로 778,곤지암읍 삼리 138-5번지 ,한식,4161025936,138,5,경충대로,778,0,4.16103E+18
2401,전설의치킨,조현희,, ,통닭(치킨),,,,,,,
2402,훌랄라치킨 홍춘천닭갈비,오지현,"태봉로 10, 1층 (태전동)",태전동 262-19번지 태전동 1층,통닭(치킨),4161011000,262,19,태봉로,10,0,4.16101E+18
2403,대구막창,김경희,초월읍 지월로55번길 7,초월읍 지월리 331-4번지 ,식육(숯불구이),4161025329,331,4,지월로55번길,7,0,4.16103E+18
2404,기분좋은하루,권금희,곤지암읍 곤지암로50번길 19-1,곤지암읍 곤지암리 441-5번지 ,한식,4161025921,441,5,곤지암로50번길,19,1,4.16103E+18
2405,천서리막국수,이경호,"밭말길 2-5, 1층 (목현동)",목현동 417번지 목현동 1층,한식,4161010600,417,0,밭말길,2,5,4.16101E+18
2406,진우리옛날통닭,김옥녀,"도척면 도척로 310, 1층",도척면 진우리 214-4번지 1층,통닭(치킨),4161033028,214,4,도척로,310,0,4.16103E+18
2407,스위틴,이승훈,퇴촌면 광동로 72,퇴촌면 광동리 142번지 ,기타,4161034021,142,0,광동로,72,0,4.16103E+18
2408,왕서방치킨피자능평점,김태수,오포읍 능평로 38-1,오포읍 능평리 463-1번지 ,통닭(치킨),4161025023,463,1,능평로,38,1,4.16103E+18
2409,마도로스,방승혁,경안천로 119 (송정동),송정동 14번지 송정동 ,회집,4161010300,14,0,경안천로,119,0,4.16101E+18
2410,방가네,방상수,초월읍 도평길 65,초월읍 도평리 181-3번지 ,한식,4161025332,181,3,도평길,65,0,4.16103E+18
2411,찌마기,이영원,오포읍 신현로 44-6,오포읍 신현리 709-35번지 ,기타,4161025022,709,35,신현로,44,6,4.16103E+18
2412,YELLOWL,최용호,초월읍 현산로 89-17,초월읍 도평리 219-13번지 ,까페,4161025332,219,13,현산로,89,17,4.16103E+18
2413,백마강민물장어,권희정,퇴촌면 천진암로 544,퇴촌면 관음리 540-7번지 ,한식,4161034022,540,7,천진암로,544,0,4.16103E+18
2414,장수본가해장국,신영애,경안안길 74 (경안동),경안동 35-2번지 경안동 ,한식,4161010100,35,2,경안안길,74,0,4.16101E+18
2415,시골집,이정옥,퇴촌면 광동로 50,퇴촌면 광동리 236-2번지 ,한식,4161034021,236,2,광동로,50,0,4.16103E+18
2417,미스터보쌈&닭찜광주점,김경진,중앙로 145 (경안동),경안동 73-20번지 경안동 ,한식,4161010100,73,20,중앙로,145,0,4.16101E+18
2418,메가MGC커피 곤지암점,이혜선,"곤지암읍 평촌길 31-10, 1층 108호",곤지암읍 삼리 106-30번지 1층  108호,까페,4161025936,106,30,평촌길,31,10,4.16103E+18
2419,치킨선생,최동미,"초월읍 도곡길 14, 1층",초월읍 쌍동리 332-5번지 1층,호프/통닭,4161025322,332,5,도곡길,14,0,4.16103E+18
2420,주씨메이트,한지혜,"이배재로 316, 2층 (목현동)",목현동 134-5번지 목현동 2층,까페,4161010600,134,5,이배재로,316,0,4.16101E+18
2421,시골집 옹심이메밀칼국수,정영례,행정타운로 131 (회덕동),회덕동 298-1번지 회덕동 ,한식,4161010400,298,1,행정타운로,131,0,4.16101E+18
2422,구구장어,김계남,"초월읍 산수로 599, 1층",초월읍 신월리 397-1번지 1층,한식,4161025328,397,1,산수로,599,0,4.16103E+18
2423,cafe mama (카페마마),김태훈,"이배재로 405, 1층 102호 (목현동)",목현동 262-10번지 목현동 1층  102호,까페,4161010600,262,10,이배재로,405,0,4.16101E+18
2424,열미내장탕,이제구,"곤지암읍 광여로 213, 1층",곤지암읍 열미리 436-4번지 1층,한식,4161025934,436,4,광여로,213,0,4.16103E+18
2425,꽃돼지 옛날김치찌개,김정희,"초월읍 경충대로 1354, 2층",초월읍 대쌍령리 396-7번지 2층,한식,4161025321,396,7,경충대로,1354,0,4.16103E+18
2426,코리아또,이은정,"오포읍 양촌길 124-8, 1층",오포읍 양벌리 615번지 1층,패스트푸드,4161025027,615,0,양촌길,124,8,4.16103E+18
2427,미밀홍떡,김향희,"경안천로 144, 1층 (송정동)",송정동 6-9번지 송정동 1층,분식,4161010300,6,9,경안천로,144,0,4.16101E+18
2428,냉돈고,안다은,"경안안길 31, 1층 101호 (경안동)",경안동 95-5번지 경안동 1층  101호,한식,4161010100,95,5,경안안길,31,0,4.16101E+18
2429,신불떡볶이 양벌점,김상엽,오포읍 마루들길 208,오포읍 양벌리 1003-12번지 ,분식,4161025027,1003,12,마루들길,208,0,4.16103E+18
2430,육쌈냉면,이정현,"경안로 17, 1층 (경안동)",경안동 30-4번지 경안동 1층,한식,4161010100,30,4,경안로,17,0,4.16101E+18
2431,한우촌정육식당,최희정,"초월읍 경충대로 1308, 3층",초월읍 대쌍령리 346-8번지 3층,식육(숯불구이),4161025321,346,8,경충대로,1308,0,4.16103E+18
2432,전설의치킨,노현숙,"행정타운로 131, 1층 (회덕동)",회덕동 298-1번지 회덕동 1층,통닭(치킨),4161010400,298,1,행정타운로,131,0,4.16101E+18
2433,버거핫스팟,김준영,오포읍 능평로 94,오포읍 능평리 268-7번지 ,패스트푸드,4161025023,268,7,능평로,94,0,4.16103E+18
2434,카메,서성훈,"벌원길 67, 1층 (탄벌동)",탄벌동 42-14번지 탄벌동 1층,일식,4161010500,42,14,벌원길,67,0,4.16101E+18
2435,제일순대국,이숙자,곤지암읍 독고개길 2,곤지암읍 삼리 179-1번지 ,한식,4161025936,179,1,독고개길,2,0,4.16103E+18
2436,곤대감뼈감자탕,변경애,도척면 도척윗로 255,도척면 궁평리 696-1번지 ,한식,4161033027,696,1,도척윗로,255,0,4.16103E+18
2437,코다닭,한서윤,퇴촌면 천진암로 595,퇴촌면 관음리 506-1번지 ,한식,4161034022,506,1,천진암로,595,0,4.16103E+18
2438,돌찻집,박선자,"퇴촌면 천진암로 358, 지하1층",퇴촌면 광동리 180번지 하1층,까페,4161034021,180,0,천진암로,358,0,4.16103E+18
2439,감골오리,조영수,"오포읍 신현로 4, 1층",오포읍 신현리 724-3번지 1층,한식,4161025022,724,3,신현로,4,0,4.16103E+18
2440,다께야,이승복,"오포읍 신현로 100-3, 1층",오포읍 신현리 380-6번지 1층,정종/대포집/소주방,4161025022,380,6,신현로,100,3,4.16103E+18
2441,늘참,송애옥 외 2명,"오포읍 오포로 172-5, 1층",오포읍 능평리 89번지 1층,식육(숯불구이),4161025023,89,0,오포로,172,5,4.16103E+18
2442,냇물따라강물따라,김정혜,"오포읍 마루들길 300, 1층",오포읍 양벌리 343-1번지 1층,탕류(보신용),4161025027,343,1,마루들길,300,0,4.16103E+18
